_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
7830,2356,2263,Drinking Fountain,None,Drinking Fountain Count,None,DUNCAN CREEK PARK - Drinking Water Source
7831,22257,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  1)
7832,22258,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 10)
7833,22259,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 11)
7834,22260,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 12)
7835,22262,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 14)
7836,22263,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 15)
7837,22264,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 16)
7838,22265,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 17)
7839,22266,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL ( 18)
7840,22267,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  2)
7841,22268,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  3)
7842,22269,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  4)
7843,22270,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  5)
7844,22271,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  6)
7845,22272,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  7)
7846,22273,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  8)
7847,22274,2263,Bike Trail,None,Bike Trail,None,DUNCAN CREEK TRAIL (  9)
7848,34015,2263,Playground,None,Playground Site,None,DUNCAN CREEK PARK - Playground S
7849,42652,2263,Playground,None,Playground Site,None,DUNCAN CREEK PARK - Playground N
7850,22280,2264,Bike Trail,None,Bike Trail,None,EARL BALES PARK TRAIL ( 14)
7851,24109,2264,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 33)
7852,24110,2264,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 34)
7853,32353,2264,Parking Lot,None,Outdoor Parking Lot,None,HINDER AREA - Parking Lot (  2)
7854,32354,2264,Parking Lot,None,Outdoor Parking Lot,None,HINDER AREA - Parking Lot (  1)
7855,36492,2264,Washroom Facility,None,Washroom Building,None,HINDER AREA - Washroom Building
7856,34005,2265,Playground,None,Playground Site,None,DONORA PARK - Playground
7857,34226,2268,Playground,None,Playground Site,None,NORTHTOWN PARK - Playground
7858,3346,2274,Outdoor Bocce Court,None,Outdoor Bocce Court,None,DUBRAY PARKETTE - Outdoor Bocce Court (  1)
7859,3347,2274,Outdoor Bocce Court,None,Outdoor Bocce Court,None,DUBRAY PARKETTE - Outdoor Bocce Court (  2)
7860,13257,2274,Drinking Fountain,None,Drinking Fountain Count,None,DUBRAY PARKETTE - Drinking Water Source
7861,22230,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 10)
7862,22231,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 11)
7863,22232,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 12)
7864,22233,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 13)
7865,22234,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 14)
7866,22235,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 15)
7867,22236,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 16)
7868,22237,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 17)
7869,22238,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 18)
7870,22239,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 19)
7871,22241,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 20)
7872,22242,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 21)
7873,22243,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 22)
7874,22244,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 23)
7875,22245,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 24)
7876,22246,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 25)
7877,22247,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 26)
7878,22248,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL ( 27)
7879,22250,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  3)
7880,22251,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  4)
7881,22252,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  5)
7882,22253,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  6)
7883,22254,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  7)
7884,22255,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  8)
7885,22256,2275,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  9)
7886,34014,2275,Playground,None,Playground Site,None,DUNCAIRN PARK - Playground
7887,21920,2276,Bike Trail,None,Bike Trail,None,BETTY SUTHERLAND TRAIL (  1)
7888,21926,2276,Bike Trail,None,Bike Trail,None,BETTY SUTHERLAND TRAIL (  2)
7889,21927,2276,Bike Trail,None,Bike Trail,None,BETTY SUTHERLAND TRAIL (  3)
7890,21928,2276,Bike Trail,None,Bike Trail,None,BETTY SUTHERLAND TRAIL (  4)
7891,2354,2277,Drinking Fountain,None,Drinking Fountain Count,None,DUNDAS - WATKINSON PARKETTE - Drinking Water Source
7892,34018,2277,Playground,None,Playground Site,None,DUNDAS - WATKINSON PARKETTE - Playground
7893,17848,2283,Ball Diamond,sport,Baseball Diamond Field - C,C,MAIN SEWAGE TREATMENT PLAYGROUND - Baseball Diamond Field
7894,23133,2283,Bike Trail,None,Bike Trail,None,LAKE SHORE BLVD EAST TRAIL (  1)
7895,23144,2283,Bike Trail,None,Bike Trail,None,LAKE SHORE BLVD EAST TRAIL (  2)
7896,27882,2283,Sport Field,sport,Rugby Field - C,C,TUBS AND GEE GAGE RUGBY FIELD
7897,49540,2283,Parking Lot,None,Outdoor Parking Lot,None,TUBS AND GEE GAGE RUGBY FIELD - Parking Lot
7898,102088,2283,Bottle Filling Station,None,Water Bottle Filling Count,None,MAIN SEWAGE TREATMENT PLAYGROUND - Drinking Water Source
7899,18036,2288,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,FERGY BROWN PARK - Cricket Pitch Field (  1)
7900,18037,2288,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,FERGY BROWN PARK - Cricket Pitch Field (  2)
7901,29411,2288,Washroom Facility,None,Washroom Building,None,FERGY BROWN PARK - Washroom Building
7902,32303,2288,Parking Lot,None,Outdoor Parking Lot,None,FERGY BROWN PARK - Parking Lot
7903,34044,2293,Playground,None,Playground Site,None,ELKHORN PARKETTE - Playground
7904,2333,2294,Drinking Fountain,None,Drinking Fountain Count,None,ELLERSLIE PARK - Drinking Water Source
7905,34045,2294,Playground,None,Playground Site,None,ELLERSLIE PARK - Playground
7906,36534,2297,Sport Field,sport,Soccer Field - B,B,ELLESMERE RESERVOIR PARK - Soccer Field (  1)
7907,36535,2297,Sport Field,sport,Soccer Field - B,B,ELLESMERE RESERVOIR PARK - Soccer Field (  2)
7908,36536,2297,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,ELLESMERE RESERVOIR PARK - Cricket Pitch Field (  1)
7909,36537,2297,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,ELLESMERE RESERVOIR PARK - Cricket Pitch Field (  2)
7910,34049,2299,Playground,None,Playground Site,None,ELMBROOK PARK - Playground
7911,2331,2301,Drinking Fountain,None,Drinking Fountain Count,None,EMPRESS PARKETTE - Drinking Water Source
7912,18692,2303,Drinking Fountain,None,Drinking Fountain Count,None,MARBLE HILL PARKETTE - Drinking Water Source
7913,33804,2303,Playground,None,Playground Site,None,MARBLE HILL PARKETTE - Playground
7914,2412,2307,Drinking Fountain,None,Drinking Fountain Count,None,CLAIRLEA PARK - Drinking Water Source
7915,3426,2307,Pickleball Court,None,None,None,CLAIRLEA PARK - Tennis Court Area
7916,3427,2307,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CLAIRLEA PARK - Outdoor Tennis Court (  1)
7917,3428,2307,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CLAIRLEA PARK - Outdoor Tennis Court (  2)
7918,14314,2307,Ball Hockey Pad,None,Ball Hockey Pad,None,CLAIRLEA PARK - Natural Ice Rink
7919,17715,2307,Sport Field,sport,Soccer Field - A,A,CLAIRLEA PARK - Soccer Field
7920,32245,2307,Parking Lot,None,Outdoor Parking Lot,None,CLAIRLEA PARK - Parking Lot
7921,34410,2307,Playground,None,Playground Site,None,CLAIRLEA PARK - Playground
7922,73423,2307,Splash Pad,None,Splash/Spray Pad,None,CLAIRLEA PARK - Splash/Spray Pad
7923,13247,2308,Drinking Fountain,None,Drinking Fountain Count,None,BROOKDALE PARK - Drinking Water Source
7924,34367,2308,Playground,None,Playground Site,None,BROOKDALE PARK - Playground
7925,2323,2310,Drinking Fountain,None,Drinking Fountain Count,None,FALSTAFF PARK - Drinking Water Source
7926,3268,2310,Outdoor Basketball Court,None,Basketball Court,None,FALSTAFF PARK - Basketball Court (  2)
7927,28384,2310,Outdoor Basketball Court,None,Basketball Court,None,FALSTAFF PARK - Basketball Court (  1)
7928,32301,2310,Parking Lot,None,Outdoor Parking Lot,None,FALSTAFF PARK - Parking Lot
7929,34061,2310,Playground,None,Playground Site,None,FALSTAFF PARK - Playground
7930,43662,2310,Sportspad Area,None,Sportspad Area,None,FALSTAFF PARK - Sportspad Area
7931,34062,2311,Playground,None,Playground Site,None,FANFARE PARK - Playground
7932,34450,2313,Playground,None,Playground Site,None,GOLF CLUB PARKETTE - Playground
7933,34067,2314,Playground,None,Playground Site,None,FERRAND DRIVE PARK - Playground
7934,21934,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  1)
7935,21945,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  2)
7936,21956,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  3)
7937,21967,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  4)
7938,21978,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  5)
7939,21989,2315,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  6)
7940,2295,2318,Drinking Fountain,None,Drinking Fountain Count,None,GORD AND IRENE RISK PARK - Drinking Water Source
7941,32321,2318,Parking Lot,None,Outdoor Parking Lot,None,GORD AND IRENE RISK PARK - Parking Lot (  2)
7942,32322,2318,Parking Lot,None,Outdoor Parking Lot,None,GORD AND IRENE RISK PARK - Parking Lot (  1)
7943,34451,2318,Playground,None,Playground Site,None,GORD AND IRENE RISK PARK - Playground
7944,75011,2318,Outdoor Chess Table,None,Outdoor Chess Table,None,GORD AND IRENE RISK PARK - Outdoor Chess Table (  1)
7945,75012,2318,Outdoor Chess Table,None,Outdoor Chess Table,None,GORD AND IRENE RISK PARK - Outdoor Chess Table (  2)
7946,32449,2320,Parking Lot,None,Outdoor Parking Lot,None,SENECA VILLAGE PARK - Parking Lot
7947,34186,2321,Playground,None,Playground Site,None,CATARAQUI PARK - Playground
7948,22526,2322,Bike Trail,None,Bike Trail,None,FESTIVAL PARK TRAIL (  1)
7949,22527,2322,Bike Trail,None,Bike Trail,None,FESTIVAL PARK TRAIL (  2)
7950,22528,2322,Bike Trail,None,Bike Trail,None,FESTIVAL PARK TRAIL (  3)
7951,44888,2323,Parking Lot,None,Outdoor Parking Lot,None,THE GORE - Parking Lot
7952,34136,2324,Playground,None,Playground Site,None,WESTWOOD PARK - Playground
7953,34079,2327,Playground,None,Playground Site,None,FRASERWOOD PARK - Playground
7954,34532,2328,Playground,None,Playground Site,None,OAKDALE VILLAGE PARK - Playground
7955,33773,2332,Playground,None,Playground Site,None,GARDEN AVENUE PARKETTE - Playground
7956,34383,2334,Playground,None,Playground Site,None,GARTHDALE PARKETTE - Playground
7957,102109,2339,Bottle Filling Station,None,Water Bottle Filling Count,None,GLASGOW STREET PARKETTE - Drinking Water Source
7958,2510,2341,Drinking Fountain,None,Drinking Fountain Count,None,AGINCOURT PARK - Drinking Water Source (  1)
7959,3570,2341,Outdoor Tennis Court,None,Outdoor Tennis Court,None,AGINCOURT PARK - Outdoor Tennis Court (  1)
7960,3571,2341,Outdoor Tennis Court,None,Outdoor Tennis Court,None,AGINCOURT PARK - Outdoor Tennis Court (  2)
7961,3572,2341,Outdoor Tennis Court,None,Outdoor Tennis Court,None,AGINCOURT PARK - Outdoor Tennis Court (  3)
7962,3573,2341,Outdoor Tennis Court,None,Outdoor Tennis Court,None,AGINCOURT PARK - Outdoor Tennis Court (  4)
7963,28042,2341,Bowling Greens,None,Bowling Greens,None,AGINCOURT LAWN BOWLING CLUB - Bowling Greens (  1)
7964,28043,2341,Bowling Greens,None,Bowling Greens,None,AGINCOURT LAWN BOWLING CLUB - Bowling Greens (  2)
7965,29272,2341,Picnic Shelter,picnic,Shelter,None,AGINCOURT PARK - Picnic Shelter
7966,30882,2341,Kitchen,room,Kitchen,None,AGINCOURT LAWN BOWLING CLUB - Kitchen
7967,30885,2341,Kitchen,room,Kitchen,None,AGINCOURT PARK TENNIS CLUBHOUSE - Kitchen
7968,32203,2341,Parking Lot,None,Outdoor Parking Lot,None,AGINCOURT PARK - Parking Lot
7969,33930,2341,Playground,None,Playground Site,None,AGINCOURT PARK - Playground NW
7970,42647,2341,Playground,None,Playground Site,None,AGINCOURT PARK - Playground SE
7971,79036,2341,Drinking Fountain,None,Drinking Fountain Count,None,AGINCOURT PARK - Drinking Water Source (  2)
7972,33895,2343,Playground,None,Playground Site,None,ROSENEATH PARK - Playground
7973,74522,2343,Outdoor Chess Table,None,Outdoor Chess Table,None,ROSENEATH PARK - Outdoor Chess Table (  1)
7974,74523,2343,Outdoor Chess Table,None,Outdoor Chess Table,None,ROSENEATH PARK - Outdoor Chess Table (  2)
7975,132730,2346,Firepit,None,Firepit,None,WEST DON PARKLAND - Firepit (  1)
7976,132731,2346,Firepit,None,Firepit,None,WEST DON PARKLAND - Firepit (  2)
7977,34240,2347,Playground,None,Playground Site,None,OWEN PARK - Playground
7978,96903,2347,Drinking Fountain,None,Drinking Fountain Count,None,OWEN PARK - Drinking Water Source (  1)
7979,102240,2347,Drinking Fountain,None,Drinking Fountain Count,None,OWEN PARK - Drinking Water Source (  2)
7980,34454,2349,Playground,None,Playground Site,None,GRACEFIELD PARK - Playground
7981,34414,2350,Playground,None,Playground Site,None,DALESFORD PARK - Playground
7982,34091,2351,Playground,None,Playground Site,None,KENWAY PARK - Playground
7983,73424,2354,Splash Pad,None,Splash/Spray Pad,None,GREENBRAE PARKETTE - Splash/Spray Pad
7984,74202,2354,Playground,None,Playground Site,None,GREENBRAE PARKETTE - Playground
7985,45682,2355,Playground,None,Playground Site,None,MAPLEHURST PARK - Playground
7986,22748,2357,Bike Trail,None,Bike Trail,None,GREY ABBEY PARK TRAIL (  1)
7987,22749,2357,Bike Trail,None,Bike Trail,None,GREY ABBEY PARK TRAIL (  2)
7988,46062,2357,Playground,None,Playground Site,None,GREY ABBEY PARK - Playground
7989,34167,2362,Playground,None,Playground Site,None,ROBERT LEEK MEMORIAL PARK - Playground
7990,3155,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  1)
7991,3156,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  2)
7992,3157,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  3)
7993,3158,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  4)
7994,3159,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  5)
7995,3160,2365,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HAWKSBURY PARK - Outdoor Tennis Court (  6)
7996,34480,2365,Playground,None,Playground Site,None,HAWKSBURY PARK - Playground
7997,34164,2369,Playground,None,Playground Site,None,ZOOVIEW PARK - Playground
7998,2271,2370,Drinking Fountain,None,Drinking Fountain Count,None,HICKORYNUT PARKETTE - Drinking Water Source
7999,2245,2373,Drinking Fountain,None,Drinking Fountain Count,None,HILLMOUNT PARKETTE - Drinking Water Source
8000,34495,2373,Playground,None,Playground Site,None,HILLMOUNT PARKETTE - Playground
8001,57347,2380,Pond,None,Open Water,None,HOPTREE PARK - Open Water (  1)
8002,57348,2380,Pond,None,Open Water,None,HOPTREE PARK - Open Water (  2)
8003,57349,2380,Pond,None,Open Water,None,HOPTREE PARK - Open Water (  3)
8004,57315,2386,Pond,None,Open Water,None,CLAIREVILLE CONSERVATION AREA - Open Water
8005,32514,2391,Parking Lot,None,Outdoor Parking Lot,None,WHITFIELD PARKETTE - Parking Lot
8006,21995,2393,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  7)
8007,47042,2394,Playground,None,Playground Site,None,JEANETTE PARK - Playground
8008,3063,2398,Outdoor Bocce Court,None,Outdoor Bocce Court,None,JOYCE PARK - Outdoor Bocce Court (  1)
8009,3064,2398,Outdoor Bocce Court,None,Outdoor Bocce Court,None,JOYCE PARK - Outdoor Bocce Court (  2)
8010,34030,2398,Playground,None,Playground Site,None,JOYCE PARK - Playground
8011,132739,2398,Outdoor Table Tennis,None,Outdoor Table Tennis,None,JOYCE PARK - Outdoor Table Tennis
8012,2204,2404,Drinking Fountain,None,Drinking Fountain Count,None,KENNETH PARK - Drinking Water Source
8013,34090,2404,Playground,None,Playground Site,None,KENNETH PARK - Playground
8014,2203,2405,Drinking Fountain,None,Drinking Fountain Count,None,KENWORTHY PARK - Drinking Water Source
8015,34092,2405,Playground,None,Playground Site,None,KENWORTHY PARK - Playground
8016,102274,2410,Drinking Fountain,None,Drinking Fountain Count,None,AVALON PARKETTE - Drinking Water Source
8017,102234,2413,Drinking Fountain,None,Drinking Fountain Count,None,HIGHLAND CREEK PARKETTE - Drinking Water Source
8018,34097,2414,Playground,None,Playground Site,None,KINSDALE PARK - Playground
8019,23567,2416,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL (  4)
8020,23578,2416,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL (  5)
8021,23611,2416,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL (  8)
8022,34098,2418,Playground,None,Playground Site,None,KIRKDENE PARK - Playground
8023,2150,2420,Dog Fountain,None,Dog Fountain Count,None,MAPLE LEAF FOREVER PARK - Drinking Water Source
8024,2150,2420,Drinking Fountain,None,Drinking Fountain Count,None,MAPLE LEAF FOREVER PARK - Drinking Water Source
8025,73702,2420,Playground,None,Playground Site,None,MAPLE LEAF FOREVER PARK - Playground
8026,4089,2421,Skateboard Area,None,Skateboard Area,None,BEACH SKATEPARK - Skateboard Area
8027,23155,2421,Bike Trail,None,Bike Trail,None,LAKE SHORE BLVD EAST TRAIL (  3)
8028,22848,2422,Bike Trail,None,Bike Trail,None,HUMBER BAY PARK WEST TRAIL ( 29)
8029,22849,2422,Bike Trail,None,Bike Trail,None,HUMBER BAY PARK WEST TRAIL ( 28)
8030,22851,2422,Bike Trail,None,Bike Trail,None,HUMBER BAY PARK WEST TRAIL ( 26)
8031,22852,2422,Bike Trail,None,Bike Trail,None,HUMBER BAY PARK WEST TRAIL ( 27)
8032,23622,2422,Bike Trail,None,Bike Trail,None,MIMICO WATERFRONT PARK TRAIL (  1)
8033,4640,2430,Picnic Site,picnic,Picnic Site,None,COXWELL RAVINE PARK - Picnic Site
8034,60022,2430,Dogs Off-Leash Area,None,Off Leash Area,None,COXWELL RAVINE PARK - Off Leash Area
8035,22080,2434,Bike Trail,None,Bike Trail,None,BOND PARK TRAIL (  1)
8036,22081,2434,Bike Trail,None,Bike Trail,None,BOND PARK TRAIL (  2)
8037,22082,2434,Bike Trail,None,Bike Trail,None,BOND PARK TRAIL (  3)
8038,22240,2434,Bike Trail,None,Bike Trail,None,DUNCAIRN PARK TRAIL (  2)
8039,23187,2434,Bike Trail,None,Bike Trail,None,LEASIDE CN RAIL SPUR TRAIL (  1)
8040,23188,2434,Bike Trail,None,Bike Trail,None,LEASIDE CN RAIL SPUR TRAIL (  2)
8041,23189,2434,Bike Trail,None,Bike Trail,None,LEASIDE CN RAIL SPUR TRAIL (  3)
8042,23190,2434,Bike Trail,None,Bike Trail,None,LEASIDE CN RAIL SPUR TRAIL (  4)
8043,23191,2434,Bike Trail,None,Bike Trail,None,LEASIDE CN RAIL SPUR TRAIL (  5)
8044,23923,2434,Bike Trail,None,Bike Trail,None,TALWOOD PARK TRAIL (  1)
8045,2178,2440,Drinking Fountain,None,Drinking Fountain Count,None,LESLIE PARK - Drinking Water Source
8046,2971,2440,Outdoor Basketball Court,None,Basketball Court,None,LESLIE PARK - Basketball Court
8047,34121,2440,Playground,None,Playground Site,None,LESLIE PARK - Playground
8048,24018,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  1)
8049,24019,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 10)
8050,24020,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 11)
8051,24022,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 13)
8052,24024,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 15)
8053,24025,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 16)
8054,24026,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 17)
8055,24028,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 19)
8056,24029,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  2)
8057,24030,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 20)
8058,24032,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL ( 22)
8059,24035,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  3)
8060,24036,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  4)
8061,24038,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  6)
8062,24041,2441,Bike Trail,None,Bike Trail,None,TOMMY THOMPSON PK TRAIL (  9)
8063,57405,2441,Pond,None,Open Water,None,TOMMY THOMPSON PARK - Open Water (  1)
8064,57406,2441,Pond,None,Open Water,None,TOMMY THOMPSON PARK - Open Water (  2)
8065,101976,2441,Washroom Facility,None,Washroom Building,None,TOMMY THOMPSON PARK - Washroom Building
8066,102151,2441,Bottle Filling Station,None,Water Bottle Filling Count,None,TOMMY THOMPSON PARK - Drinking Water Source
8067,17836,2443,Ball Diamond,sport,Baseball Diamond Field - C,C,LINKWOOD LANE PARK - Baseball Diamond Field
8068,17837,2443,Multipurpose Field,None,Multipurpose Field,None,LINKWOOD LANE PARK - Multipurpose Field
8069,34172,2443,Playground,None,Playground Site,None,LINKWOOD LANE PARK - Playground
8070,45225,2443,Dogs Off-Leash Area,None,Off Leash Area,None,LINKWOOD LANE PARK - Off Leash Area
8071,77374,2443,Bottle Filling Station,None,Water Bottle Filling Count,None,LINKWOOD LANE PARK - Drinking Water Source
8072,17826,2445,Ball Diamond,sport,Baseball Diamond Field - C,C,KITCHENER PARK - Baseball Diamond Field
8073,34100,2445,Playground,None,Playground Site,None,KITCHENER PARK - Playground
8074,33786,2446,Playground,None,Playground Site,None,LORRAINE DRIVE PARK - Playground
8075,33790,2448,Playground,None,Playground Site,None,LYNEDOCK PARK - Playground
8076,34488,2449,Playground,None,Playground Site,None,HIGH LEVEL PUMPING STATION AND PARK - Playground
8077,34508,2453,Playground,None,Playground Site,None,HUNTERS GLEN PARK - Playground
8078,34530,2454,Playground,None,Playground Site,None,MARKET GARDEN MEWS - Playground
8079,34440,2456,Playground,None,Playground Site,None,GLEN AGAR PARK - Playground
8080,49514,2456,Parking Lot,None,Outdoor Parking Lot,None,GLEN AGAR PARK - Parking Lot
8081,23535,2457,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL ( 10)
8082,23536,2457,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL ( 11)
8083,23537,2457,Bike Trail,None,Bike Trail,None,MIMICO CREEK TRAIL ( 12)
8084,17866,2459,Ball Diamond,sport,Baseball Diamond Field - C,C,MUIR PARK - Baseball Diamond Field
8085,34208,2459,Playground,None,Playground Site,None,MUIR PARK - Playground
8086,103210,2459,Drinking Fountain,None,Drinking Fountain Count,None,MUIR PARK - Drinking Water Source
8087,33813,2463,Playground,None,Playground Site,None,MAUREEN PARKETTE - Playground
8088,33816,2465,Playground,None,Playground Site,None,MAYWOOD TOT LOT - Playground
8089,77377,2465,Gazebo,None,Gazebo,None,MAYWOOD TOT LOT - Shade Structure
8090,77379,2465,Sport Field,sport,Soccer Field,None,MAYWOOD TOT LOT - Soccer Field
8091,18524,2466,Drinking Fountain,None,Drinking Fountain Count,None,MCCLEARY PLAYGROUND - Drinking Water Source
8092,33817,2466,Playground,None,Playground Site,None,MCCLEARY PLAYGROUND - Playground
8093,33819,2468,Playground,None,Playground Site,None,MCALLISTER PARK - Playground
8094,67042,2468,Outdoor Chess Table,None,Outdoor Chess Table,None,MCALLISTER PARK - Outdoor Chess Table
8095,24220,2469,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (  2)
8096,24231,2469,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (  3)
8097,24242,2469,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (  4)
8098,24253,2469,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (  5)
8099,2195,2472,Drinking Fountain,None,Drinking Fountain Count,None,L'AMOREAUX NORTH PARK - Drinking Water Source
8100,2808,2472,Dogs Off-Leash Area,None,Off Leash Area,None,L'AMOREAUX NORTH PARK - Off Leash Area
8101,3027,2472,Outdoor Basketball Court,None,Basketball Court,None,L'AMOREAUX NORTH PARK - Basketball Court (  1)
8102,18059,2472,Ball Diamond,sport,Baseball Diamond Field - A,A,L'AMOREAUX NORTH PARK - Baseball Diamond Field
8103,22534,2472,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 14)
8104,24261,2472,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 57)
8105,24262,2472,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 58)
8106,24263,2472,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 59)
8107,24268,2472,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 62)
8108,24269,2472,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 63)
